symbol,open_date,close_date,close_pct,still_open,close_source
IAG,2025-12-16,2026-01-18,,False,absent-from-full-review (re-entered later)
OUT,2025-12-16,2026-01-18,,False,absent-from-all-full-reviews-after (post open)
CB,2025-12-17,2026-01-13,-1.1,False,post
ACAD,2025-12-19,2026-01-13,-1.3,False,post
AGI,2025-12-19,2026-01-14,14.8,False,post
CTSH,2025-12-19,2026-01-18,,False,absent-from-full-review (re-entered later)
GS,2025-12-19,2026-01-20,5.9,False,post
ITRG,2025-12-19,2026-01-29,0.0,False,post
A,2025-12-20,2026-03-01,,False,absent-from-full-review (re-entered later)
DASH,2025-12-20,2026-01-25,,False,absent-from-full-review (re-entered later)
FNV,2025-12-20,2026-01-14,11.3,False,post
IDXX,2025-12-20,2026-01-18,,False,absent-from-full-review (re-entered later)
IMO,2025-12-20,2026-01-22,3.1,False,post
PRCH,2025-12-20,2026-01-30,-55.1,False,post
EGO,2025-12-22,2026-01-14,13.4,False,post
FCX,2025-12-22,2026-01-18,,False,absent-from-full-review (re-entered later)
ERO,2025-12-23,2026-01-18,,False,absent-from-full-review (re-entered later)
RY,2025-12-23,2026-01-18,,False,absent-from-full-review (re-entered later)
TSEM,2025-12-23,2026-01-18,,False,absent-from-full-review (re-entered later)
PATH,2025-12-24,2026-01-18,,False,absent-from-all-full-reviews-after (post open)
RYAAY,2025-12-24,2026-01-18,,False,absent-from-full-review (re-entered later)
TECK,2025-12-26,2026-01-18,,False,absent-from-full-review (re-entered later)
TRX,2025-12-26,2026-01-26,47.7,False,post
AEM,2025-12-27,2026-01-18,,False,absent-from-full-review (re-entered later)
AG,2025-12-27,2026-01-18,,False,absent-from-full-review (re-entered later)
BTSG,2025-12-27,2026-01-13,11.2,False,post
CGAU,2025-12-27,2026-01-18,,False,absent-from-full-review (re-entered later)
ATI,2026-01-02,2026-01-18,,False,absent-from-full-review (re-entered later)
FSLR,2026-01-02,2026-05-10,,False,absent-from-full-review (re-entered later)
TER,2026-01-02,2026-01-20,13.1,False,post
WDC,2026-01-02,2026-01-18,,False,absent-from-full-review (re-entered later)
CGBL,2026-01-03,2026-01-18,,False,absent-from-all-full-reviews-after (snapshot-observed open)
CMI,2026-01-03,2026-01-14,32.3,False,post
RSP,2026-01-03,2026-01-18,,False,absent-from-all-full-reviews-after (snapshot-observed open)
VTV,2026-01-03,2026-01-18,,False,absent-from-full-review (re-entered later)
AMAT,2026-01-05,2026-01-15,18.9,False,post
AMKR,2026-01-05,2026-01-14,11.1,False,post
CENX,2026-01-05,2026-01-13,12.9,False,post
FORM,2026-01-05,2026-01-13,24.2,False,post
HBM,2026-01-05,2026-01-18,,False,absent-from-full-review (re-entered later)
VICR,2026-01-05,2026-01-23,31.1,False,post
CMC,2026-01-06,2026-02-11,15.5,False,post
LRCX,2026-01-06,2026-01-15,15.1,False,post
LSCC,2026-01-06,2026-01-15,8.1,False,post
MT,2026-01-06,2026-01-22,14.1,False,post
MNST,2026-01-07,2026-01-18,,False,absent-from-full-review (re-entered later)
TJX,2026-01-07,2026-01-22,0.0,False,post
STLD,2026-01-08,2026-01-18,,False,absent-from-full-review (re-entered later)
TXT,2026-01-08,2026-01-28,0.0,False,post
ACMR,2026-01-09,2026-01-13,7.6,False,post
ASML,2026-01-09,2026-01-15,9.5,False,post
MKSI,2026-01-09,2026-02-03,28.7,False,post
SCCO,2026-01-09,2026-01-30,23.6,False,post
WBD,2026-01-09,2026-02-03,-5.2,False,post
FGD,2026-01-14,2026-01-18,,False,absent-from-full-review (re-entered later)
FLS,2026-01-15,2026-01-18,,False,absent-from-full-review (re-entered later)
HLMN,2026-01-15,2026-01-18,,False,absent-from-full-review (re-entered later)
MS,2026-01-15,2026-01-18,,False,absent-from-full-review (re-entered later)
PCAR,2026-01-15,2026-02-04,8.1,False,post
GE,2026-01-16,2026-03-03,5.1,False,post
PFSI,2026-01-16,2026-01-30,-25.7,False,post
SVM,2026-01-16,2026-01-30,8.4,False,post
AGNC,2026-01-18,2026-01-25,,False,absent-from-all-full-reviews-after (snapshot-observed open)
BLD,2026-01-18,2026-01-20,6.2,False,post
CAT,2026-01-18,2026-01-23,3.9,False,post
COR,2026-01-18,2026-02-04,-4.5,False,post
EUFN,2026-01-18,2026-01-25,,False,absent-from-full-review (re-entered later)
MCK,2026-01-18,2026-02-06,11.5,False,post
RTX,2026-01-18,2026-02-24,5.3,False,post
TAN,2026-01-18,2026-01-25,,False,absent-from-full-review (re-entered later)
EQX,2026-01-20,2026-01-30,0.0,False,post
ILMN,2026-01-20,2026-01-30,0.0,False,post
PLTM,2026-01-20,2026-01-30,-3.1,False,post
XPH,2026-01-20,2026-02-11,2.4,False,post
ABEV,2026-01-22,2026-01-28,6.5,False,post
NGD,2026-01-22,2026-01-30,-2.1,False,post
PAAS,2026-01-22,2026-01-30,0.0,False,post
AMZN,2026-01-23,2026-03-01,,False,absent-from-full-review (re-entered later)
B,2026-01-23,2026-01-30,-1.6,False,post
DBB,2026-01-23,2026-01-29,7.1,False,post
ERO,2026-01-23,2026-01-30,12.5,False,post
ADM,2026-01-25,2026-03-01,,False,absent-from-full-review (re-entered later)
CTSH,2026-01-25,2026-02-03,-4.7,False,post
ENB,2026-01-25,2026-02-06,2.1,False,post
FGD,2026-01-25,2026-03-13,2.7,False,post
HBM,2026-01-25,2026-01-30,21.9,False,post
HLMN,2026-01-25,2026-02-17,-1.9,False,post
MNST,2026-01-25,2026-02-04,5.4,False,post
ORCL,2026-01-25,2026-01-29,-45.2,False,post
RYAAY,2026-01-25,2026-03-21,,False,absent-from-full-review (re-entered later)
STLD,2026-01-25,2026-02-05,12.7,False,post
WM,2026-01-25,2026-07-17,0.0,False,post
WMT,2026-01-25,2026-02-05,6.8,False,post
ASX,2026-01-26,2026-01-29,0.0,False,post
NXT,2026-01-26,2026-01-28,24.2,False,post
VIST,2026-01-26,2026-01-30,13.2,False,post
GEV,2026-01-27,2026-03-01,,False,absent-from-full-review (re-entered later)
SHLD,2026-01-27,2026-03-01,,False,absent-from-all-full-reviews-after (post open)
UFO,2026-01-27,2026-03-01,,False,absent-from-all-full-reviews-after (post open)
ADI,2026-01-28,2026-02-18,12.6,False,post
COP,2026-01-28,2026-02-23,10.2,False,post
DVN,2026-01-28,2026-02-09,10.8,False,post
NXPI,2026-01-28,2026-02-19,0.0,False,post
CVE,2026-01-29,2026-02-12,7.7,False,post
HON,2026-01-29,2026-03-01,,False,absent-from-full-review (re-entered later)
SQQQ,2026-01-30,2026-02-02,1.1,False,post
CELH,2026-01-31,2026-03-15,,False,absent-from-full-review (re-entered later)
BORR,2026-02-02,2026-02-10,21.6,False,post
DOLE,2026-02-02,2026-02-10,0.0,False,post
HLF,2026-02-02,2026-02-09,-3.6,False,post
KNX,2026-02-02,2026-02-12,6.4,False,post
LBRT,2026-02-02,2026-02-10,0.0,False,post
MAMA,2026-02-02,2026-02-19,0.0,False,post
TEX,2026-02-02,2026-03-01,,False,absent-from-all-full-reviews-after (post open)
BLD,2026-02-03,2026-03-01,,False,absent-from-all-full-reviews-after (post open)
CAT,2026-02-03,2026-03-01,,False,absent-from-full-review (re-entered later)
CNQ,2026-02-03,2026-02-12,9.7,False,post
EPD,2026-02-03,2026-02-17,8.7,False,post
SCCO,2026-02-03,2026-02-12,0.0,False,post
SQQQ,2026-02-03,2026-02-06,10.6,False,post
STX,2026-02-03,2026-03-01,,False,absent-from-full-review (re-entered later)
TAN,2026-02-03,2026-02-19,15.1,False,post
TSM,2026-02-03,2026-03-01,,False,absent-from-full-review (re-entered later)
ERX,2026-02-04,2026-02-12,12.5,False,post
NE,2026-02-04,2026-02-09,15.4,False,post
NOBL,2026-02-04,2026-03-05,0.0,False,post
SCHD,2026-02-04,2026-02-25,3.4,False,post
KGS,2026-02-05,2026-02-09,15.8,False,post
KMI,2026-02-05,2026-03-05,12.6,False,post
WMB,2026-02-05,2026-02-10,6.8,False,post
BA,2026-02-06,2026-03-01,,False,absent-from-all-full-reviews-after (post open)
CENX,2026-02-06,2026-03-01,,False,absent-from-full-review (re-entered later)
ELAN,2026-02-06,2026-03-01,,False,absent-from-all-full-reviews-after (post open)
EMR,2026-02-06,2026-03-01,,False,absent-from-all-full-reviews-after (post open)
FTI,2026-02-06,2026-03-01,,False,absent-from-full-review (re-entered later)
DASH,2026-02-07,2026-03-27,-44.7,False,post
FLS,2026-02-07,2026-02-23,15.1,False,post
IDXX,2026-02-07,2026-03-01,,False,absent-from-full-review (re-entered later)
MNST,2026-02-07,2026-03-02,2.5,False,post
WMT,2026-02-07,2026-03-01,,False,absent-from-full-review (re-entered later)
APG,2026-02-09,2026-02-12,2.9,False,post
HASI,2026-02-09,2026-02-12,3.1,False,post
IAG,2026-02-09,2026-02-12,11.2,False,post
SWK,2026-02-09,2026-02-12,2.2,False,post
AM,2026-02-10,2026-03-10,14.8,False,post
CCL,2026-02-10,2026-02-12,0.0,False,post
ENTG,2026-02-10,2026-02-12,6.7,False,post
FE,2026-02-10,2026-02-24,7.1,False,post
MLM,2026-02-10,2026-02-11,-2.5,False,post
NCLH,2026-02-10,2026-03-01,,False,absent-from-full-review (re-entered later)
NTR,2026-02-10,2026-02-12,2.1,False,post
ON,2026-02-10,2026-02-12,10.3,False,post
FERG,2026-02-11,2026-03-01,,False,absent-from-full-review (re-entered later)
PM,2026-02-11,2026-03-03,0.0,False,post
SQQQ,2026-02-12,2026-03-01,,False,absent-from-full-review (re-entered later)
CSX,2026-02-14,2026-03-01,,False,absent-from-full-review (re-entered later)
FTAI,2026-02-14,2026-03-03,0.0,False,post
HXL,2026-02-14,2026-03-05,0.0,False,post
LMT,2026-02-14,2026-03-01,,False,absent-from-full-review (re-entered later)
MD,2026-02-14,2026-05-10,,False,absent-from-full-review (re-entered later)
CCL,2026-02-17,2026-05-10,,False,absent-from-full-review (re-entered later)
LUV,2026-02-17,2026-03-01,,False,absent-from-full-review (re-entered later)
NXT,2026-02-17,2026-04-29,0.0,False,post
PH,2026-02-17,2026-03-01,,False,absent-from-full-review (re-entered later)
VIK,2026-02-17,2026-04-08,4.3,False,post
CNX,2026-02-18,2026-03-06,7.8,False,post
DG,2026-02-18,2026-03-05,0.0,False,post
HAL,2026-02-18,2026-03-05,0.0,False,post
MU,2026-02-18,2026-03-18,15.5,False,post
TV,2026-02-18,2026-03-01,,False,absent-from-full-review (re-entered later)
BORR,2026-02-19,2026-03-05,2.2,False,post
CVE,2026-02-19,2026-03-10,0.0,False,post
EGY,2026-02-19,2026-03-09,11.9,False,post
MUR,2026-02-19,2026-03-06,3.9,False,post
OVV,2026-02-19,2026-03-06,6.2,False,post
OXY,2026-02-19,2026-03-06,8.8,False,post
PBR,2026-02-19,2026-03-20,24.9,False,post
SDRL,2026-02-19,2026-03-02,0.0,False,post
SU,2026-02-19,2026-03-01,,False,absent-from-full-review (re-entered later)
VIST,2026-02-19,2026-03-09,13.2,False,post
FDX,2026-02-20,2026-03-05,0.0,False,post
OIS,2026-02-20,2026-02-25,31.7,False,post
OSK,2026-02-20,2026-03-01,,False,absent-from-full-review (re-entered later)
TTC,2026-02-20,2026-02-25,0.0,False,post
AEM,2026-02-23,2026-03-01,,False,absent-from-full-review (re-entered later)
AG,2026-02-23,2026-03-05,0.0,False,post
BTG,2026-02-23,2026-02-27,14.5,False,post
FNV,2026-02-23,2026-03-02,8.6,False,post
FSM,2026-02-23,2026-05-10,,False,absent-from-full-review (re-entered later)
HSY,2026-02-23,2026-03-05,1.1,False,post
KO,2026-02-23,2026-03-01,,False,absent-from-full-review (re-entered later)
MO,2026-02-23,2026-03-05,0.0,False,post
PEP,2026-02-23,2026-03-01,,False,absent-from-full-review (re-entered later)
WPM,2026-02-23,2026-03-01,,False,absent-from-full-review (re-entered later)
AMX,2026-02-24,2026-03-06,0.0,False,post
SBS,2026-02-25,2026-03-15,,False,absent-from-full-review (re-entered later)
TIGO,2026-02-26,2026-03-06,4.4,False,post
CGAU,2026-02-27,2026-03-15,,False,absent-from-full-review (re-entered later)
TRGP,2026-02-27,2026-03-10,0.0,False,post
XOM,2026-02-27,2026-03-21,,False,absent-from-full-review (re-entered later)
MPLX,2026-03-01,2026-03-15,,False,absent-from-all-full-reviews-after (snapshot-observed open)
MPC,2026-03-02,2026-03-25,6.2,False,post
CF,2026-03-03,2026-03-09,11.5,False,post
SQQQ,2026-03-03,2026-03-03,-3.9,False,post
HST,2026-03-04,2026-03-15,,False,absent-from-full-review (re-entered later)
LAND,2026-03-04,2026-05-10,,False,absent-from-full-review (re-entered later)
LMT,2026-03-06,2026-07-18,,False,absent-from-full-review (re-entered later)
NTR,2026-03-06,2026-03-20,0.0,False,post
AEM,2026-03-07,2026-05-31,,False,absent-from-full-review (re-entered later)
AMX,2026-03-07,2026-03-15,,False,absent-from-all-full-reviews-after (snapshot-observed open)
BORR,2026-03-07,2026-03-15,,False,absent-from-all-full-reviews-after (snapshot-observed open)
DG,2026-03-07,2026-03-15,,False,absent-from-all-full-reviews-after (snapshot-observed open)
DVN,2026-03-07,2026-03-15,,False,absent-from-all-full-reviews-after (snapshot-observed open)
FERG,2026-03-07,2026-03-15,,False,absent-from-full-review (re-entered later)
GEV,2026-03-07,2026-03-15,,False,absent-from-full-review (re-entered later)
MRVL,2026-03-07,2026-03-11,6.5,False,post
NCLH,2026-03-07,2026-05-25,,False,absent-from-full-review (re-entered later)
OSK,2026-03-07,2026-03-15,,False,absent-from-full-review (re-entered later)
PEP,2026-03-07,2026-05-10,,False,absent-from-full-review (re-entered later)
SU,2026-03-07,2026-03-30,19.2,False,post
TV,2026-03-07,2026-03-21,,False,absent-from-full-review (re-entered later)
WPM,2026-03-07,2026-05-31,,False,absent-from-full-review (re-entered later)
ADEA,2026-03-09,2026-03-11,11.4,False,post
BP,2026-03-09,2026-03-19,14.7,False,post
HTO,2026-03-09,2026-03-15,,False,absent-from-full-review (re-entered later)
ISSC,2026-03-09,2026-03-19,2.9,False,post
LBRT,2026-03-09,2026-03-17,14.7,False,post
LHX,2026-03-09,2026-03-20,-0.5,False,post
NYT,2026-03-09,2026-03-26,5.6,False,post
REX,2026-03-09,2026-03-19,10.2,False,post
VRT,2026-03-09,2026-03-11,6.9,False,post
CLH,2026-03-10,2026-03-20,0.0,False,post
HON,2026-03-10,2026-03-12,0.0,False,post
JNJ,2026-03-10,2026-03-15,,False,absent-from-full-review (re-entered later)
TDAY,2026-03-10,2026-03-21,,False,absent-from-full-review (re-entered later)
AA,2026-03-11,2026-03-17,6.9,False,post
DAR,2026-03-11,2026-03-20,4.9,False,post
RPRX,2026-03-11,2026-03-21,,False,absent-from-full-review (re-entered later)
APA,2026-03-12,2026-03-15,,False,absent-from-full-review (re-entered later)
CF,2026-03-12,2026-03-21,,False,absent-from-full-review (re-entered later)
COP,2026-03-12,2026-03-15,,False,absent-from-all-full-reviews-after (post open)
CTRA,2026-03-12,2026-03-15,,False,absent-from-all-full-reviews-after (post open)
CVX,2026-03-12,2026-03-15,,False,absent-from-all-full-reviews-after (post open)
EQNR,2026-03-12,2026-03-18,11.1,False,post
KMI,2026-03-12,2026-03-15,,False,absent-from-full-review (re-entered later)
OXY,2026-03-12,2026-03-15,,False,absent-from-all-full-reviews-after (post open)
SDOW,2026-03-12,2026-03-25,3.8,False,post
VIST,2026-03-12,2026-03-20,19.1,False,post
PARR,2026-03-13,2026-03-15,,False,absent-from-full-review (re-entered later)
A,2026-03-15,2026-05-31,,False,absent-from-full-review (re-entered later)
PH,2026-03-15,2026-04-17,2.6,False,post
PHI,2026-03-15,2026-03-21,,False,absent-from-all-full-reviews-after (snapshot-observed open)
CNX,2026-03-16,2026-04-08,-8.8,False,post
RRC,2026-03-16,2026-03-30,9.6,False,post
ADM,2026-03-17,2026-03-30,2.4,False,post
AGRO,2026-03-17,2026-03-20,24.4,False,post
BG,2026-03-17,2026-03-20,-1.5,False,post
GPRK,2026-03-17,2026-03-31,5.8,False,post
MGY,2026-03-17,2026-04-09,-4.5,False,post
NE,2026-03-17,2026-03-21,,False,absent-from-full-review (re-entered later)
CRGY,2026-03-18,2026-05-10,,False,absent-from-all-full-reviews-after (post open)
FANG,2026-03-18,2026-03-27,8.8,False,post
CNQ,2026-03-19,2026-03-31,0.0,False,post
KR,2026-03-19,2026-03-31,0.0,False,post
PSX,2026-03-19,2026-03-31,5.1,False,post
QSR,2026-03-19,2026-03-24,2.4,False,post
AMPY,2026-03-20,2026-03-30,1.5,False,post
MTDR,2026-03-20,2026-05-10,,False,absent-from-all-full-reviews-after (post open)
CELH,2026-03-21,2026-03-26,-42.9,False,post
CGAU,2026-03-21,2026-05-25,,False,absent-from-full-review (re-entered later)
EPD,2026-03-21,2026-05-10,,False,absent-from-all-full-reviews-after (snapshot-observed open)
FERG,2026-03-21,2026-04-23,0.0,False,post
GEV,2026-03-21,2026-04-23,23.2,False,post
HST,2026-03-21,2026-04-23,5.3,False,post
IDXX,2026-03-21,2026-05-31,,False,absent-from-full-review (re-entered later)
JNJ,2026-03-21,2026-04-07,-1.2,False,post
KO,2026-03-21,2026-04-28,0.0,False,post
LUV,2026-03-21,2026-05-10,,False,absent-from-full-review (re-entered later)
OSK,2026-03-21,2026-05-25,,False,absent-from-full-review (re-entered later)
PARR,2026-03-21,2026-04-01,17.8,False,post
APEI,2026-03-23,2026-05-10,,False,absent-from-all-full-reviews-after (post open)
EQT,2026-03-23,2026-03-30,6.2,False,post
HAL,2026-03-23,2026-03-30,9.2,False,post
KGS,2026-03-23,2026-03-30,5.2,False,post
KMI,2026-03-23,2026-03-31,0.0,False,post
LNG,2026-03-23,2026-03-31,5.6,False,post
PBR,2026-03-23,2026-04-08,-0.7,False,post
RES,2026-03-23,2026-04-01,5.1,False,post
TS,2026-03-23,2026-04-08,2.5,False,post
CHRD,2026-03-24,2026-03-31,9.4,False,post
DINO,2026-03-24,2026-04-01,1.6,False,post
OVV,2026-03-24,2026-04-09,-4.1,False,post
SEI,2026-03-24,2026-03-30,0.0,False,post
UCO,2026-03-24,2026-04-08,-8.9,False,post
MUR,2026-03-25,2026-03-30,10.1,False,post
PAGP,2026-03-26,2026-04-01,-0.5,False,post
SQQQ,2026-03-26,2026-04-08,-13.4,False,post
VLO,2026-03-26,2026-04-01,1.0,False,post
ET,2026-03-27,2026-03-31,0.0,False,post
CF,2026-03-28,2026-03-30,8.3,False,post
HTO,2026-03-28,2026-05-10,,False,absent-from-all-full-reviews-after (snapshot-observed open)
NE,2026-03-28,2026-03-30,8.1,False,post
NYT,2026-03-28,2026-04-09,-0.5,False,post
RYAAY,2026-03-28,2026-07-10,,False,absent-from-full-review (re-entered later)
TDAY,2026-03-28,2026-04-08,7.8,False,post
TV,2026-03-28,2026-05-25,,False,absent-from-full-review (re-entered later)
XOM,2026-03-28,2026-04-01,10.2,False,post
EC,2026-03-30,2026-04-01,-1.4,False,post
NORW,2026-03-30,2026-04-17,2.4,False,post
VIST,2026-03-30,2026-04-01,-1.5,False,post
TIGO,2026-03-31,2026-04-15,6.5,False,post
UGP,2026-03-31,2026-04-08,4.7,False,post
CIEN,2026-04-01,2026-04-23,28.1,False,post
FORM,2026-04-01,2026-04-10,22.2,False,post
LITE,2026-04-01,2026-04-10,23.5,False,post
NVT,2026-04-01,2026-05-10,,False,absent-from-all-full-reviews-after (post open)
WDC,2026-04-01,2026-04-09,20.1,False,post
APA,2026-04-05,2026-04-07,30.1,False,post
EQNR,2026-04-05,2026-05-10,,False,absent-from-full-review (re-entered later)
SBS,2026-04-05,2026-04-10,12.9,False,post
CVE,2026-04-06,2026-04-09,0.0,False,post
HAFN,2026-04-06,2026-04-10,2.1,False,post
KEX,2026-04-06,2026-04-10,4.5,False,post
KRP,2026-04-06,2026-04-09,-1.1,False,post
MEOH,2026-04-06,2026-04-09,0.5,False,post
SU,2026-04-06,2026-04-09,-1.3,False,post
AA,2026-04-07,2026-06-03,15.2,False,post
AEP,2026-04-08,2026-04-17,1.6,False,post
BWXT,2026-04-08,2026-04-21,1.8,False,post
CRS,2026-04-08,2026-04-23,3.1,False,post
EIX,2026-04-08,2026-05-28,-1.2,False,post
INTC,2026-04-08,2026-04-10,13.8,False,post
MRK,2026-04-08,2026-05-10,,False,absent-from-full-review (re-entered later)
TJX,2026-04-08,2026-04-16,1.1,False,post
UTHR,2026-04-08,2026-04-10,0.0,False,post
GLW,2026-04-09,2026-04-23,0.0,False,post
ROST,2026-04-09,2026-05-10,,False,absent-from-all-full-reviews-after (post open)
SLB,2026-04-09,2026-04-29,7.1,False,post
WMT,2026-04-09,2026-05-11,1.5,False,post
AMKR,2026-04-10,2026-04-15,6.1,False,post
FMX,2026-04-10,2026-05-10,,False,absent-from-all-full-reviews-after (post open)
LRCX,2026-04-10,2026-05-10,,False,absent-from-full-review (re-entered later)
MTZ,2026-04-10,2026-04-29,4.2,False,post
SQM,2026-04-10,2026-04-17,14.5,False,post
FLEX,2026-04-11,2026-04-15,8.7,False,post
FTI,2026-04-11,2026-05-10,,False,absent-from-all-full-reviews-after (snapshot-observed open)
EFXT,2026-04-13,2026-04-16,8.8,False,post
KGS,2026-04-13,2026-05-04,11.6,False,post
C,2026-04-14,2026-04-23,0.0,False,post
CGNX,2026-04-14,2026-05-27,25.6,False,post
GSAT,2026-04-14,2026-05-10,,False,absent-from-all-full-reviews-after (post open)
KIM,2026-04-14,2026-05-13,0.0,False,post
MU,2026-04-14,2026-04-23,10.2,False,post
PUMP,2026-04-15,2026-04-27,23.1,False,post
AMD,2026-04-16,2026-04-23,15.4,False,post
LITE,2026-04-16,2026-05-10,,False,absent-from-full-review (re-entered later)
WTTR,2026-04-16,2026-05-20,35.6,False,post
ADI,2026-04-17,2026-04-23,12.5,False,post
AER,2026-04-17,2026-05-11,2.5,False,post
CPRX,2026-04-17,2026-04-27,22.8,False,post
CSX,2026-04-17,2026-05-10,,False,absent-from-full-review (re-entered later)
FCX,2026-04-17,2026-06-04,0.0,False,post
SPNT,2026-04-17,2026-05-04,2.0,False,post
AROC,2026-04-18,2026-05-10,,False,absent-from-all-full-reviews-after (snapshot-observed open)
ANET,2026-04-20,2026-04-23,7.0,False,post
DELL,2026-04-20,2026-04-23,9.1,False,post
POWI,2026-04-20,2026-04-22,28.5,False,post
SKYT,2026-04-20,2026-05-10,,False,absent-from-full-review (re-entered later)
BNO,2026-04-21,2026-05-01,20.1,False,post
AMAT,2026-04-22,2026-05-19,2.5,False,post
TSM,2026-04-22,2026-04-27,10.9,False,post
DOV,2026-04-23,2026-05-10,,False,absent-from-all-full-reviews-after (post open)
MPWR,2026-04-23,2026-05-12,2.9,False,post
PWR,2026-04-23,2026-04-30,17.1,False,post
VRT,2026-04-23,2026-05-19,6.2,False,post
WAB,2026-04-23,2026-05-10,,False,absent-from-full-review (re-entered later)
ECO,2026-04-24,2026-05-13,8.3,False,post
ESI,2026-04-24,2026-05-10,,False,absent-from-full-review (re-entered later)
EWY,2026-04-24,2026-05-22,19.7,False,post
WFRD,2026-04-24,2026-05-10,,False,absent-from-all-full-reviews-after (post open)
TT,2026-04-25,2026-05-10,,False,absent-from-all-full-reviews-after (snapshot-observed open)
GOOGL,2026-04-27,2026-06-02,6.1,False,post
MU,2026-04-27,2026-05-10,,False,absent-from-full-review (re-entered later)
NVDA,2026-04-27,2026-05-10,,False,absent-from-full-review (re-entered later)
BEN,2026-04-28,2026-05-10,,False,absent-from-full-review (re-entered later)
NUE,2026-04-28,2026-05-19,1.5,False,post
CSCO,2026-04-29,2026-05-06,6.6,False,post
ASML,2026-04-30,2026-05-04,-1.5,False,post
ASX,2026-04-30,2026-05-10,,False,absent-from-full-review (re-entered later)
AVGO,2026-04-30,2026-05-12,1.2,False,post
EWC,2026-04-30,2026-05-10,,False,absent-from-full-review (re-entered later)
EWT,2026-04-30,2026-06-05,14.1,False,post
GEV,2026-04-30,2026-05-01,-0.7,False,post
GRID,2026-04-30,2026-05-27,3.2,False,post
KEYS,2026-04-30,2026-05-28,0.0,False,post
LSCC,2026-04-30,2026-05-21,15.9,False,post
MRVL,2026-04-30,2026-05-10,,False,absent-from-full-review (re-entered later)
MTSI,2026-04-30,2026-05-07,25.2,False,post
PENG,2026-04-30,2026-05-13,74.4,False,post
TSEM,2026-04-30,2026-05-10,,False,absent-from-full-review (re-entered later)
CBOE,2026-05-01,2026-05-10,,False,absent-from-all-full-reviews-after (post open)
CIEN,2026-05-01,2026-05-22,13.1,False,post
NBIS,2026-05-01,2026-05-10,,False,absent-from-full-review (re-entered later)
RNG,2026-05-01,2026-05-12,0.0,False,post
CLS,2026-05-02,2026-05-10,,False,absent-from-all-full-reviews-after (snapshot-observed open)
STM,2026-05-02,2026-05-21,15.1,False,post
WDC,2026-05-02,2026-06-05,19.5,False,post
BNO,2026-05-04,2026-05-10,,False,absent-from-full-review (re-entered later)
CRUS,2026-05-05,2026-05-14,0.0,False,post
DOCN,2026-05-05,2026-05-07,21.1,False,post
UMC,2026-05-05,2026-05-07,12.5,False,post
RBC,2026-05-06,2026-06-16,0.0,False,post
TX,2026-05-06,2026-05-28,7.1,False,post
AAPL,2026-05-08,2026-05-25,,False,absent-from-full-review (re-entered later)
AMD,2026-05-08,2026-05-25,,False,absent-from-full-review (re-entered later)
KLAC,2026-05-08,2026-06-05,10.3,False,post
LBRT,2026-05-08,2026-05-21,0.0,False,post
CENX,2026-05-10,2026-06-05,27.8,False,post
FSRL,2026-05-10,2026-05-25,,False,absent-from-all-full-reviews-after (snapshot-observed open)
BWA,2026-05-11,2026-06-05,21.6,False,post
CAMT,2026-05-11,2026-05-12,-7.1,False,post
ESI,2026-05-11,2026-05-25,,False,absent-from-full-review (re-entered later)
ICLN,2026-05-11,2026-05-25,,False,absent-from-full-review (re-entered later)
KGS,2026-05-11,2026-05-21,1.5,False,post
Q,2026-05-11,2026-05-27,11.4,False,post
SOLS,2026-05-11,2026-05-25,,False,absent-from-all-full-reviews-after (post open)
VICR,2026-05-11,2026-06-05,3.5,False,post
HAL,2026-05-12,2026-05-26,2.1,False,post
SFL,2026-05-12,2026-05-25,,False,absent-from-all-full-reviews-after (post open)
COHR,2026-05-13,2026-06-03,9.4,False,post
IRDM,2026-05-13,2026-06-03,22.1,False,post
MRVL,2026-05-13,2026-05-27,27.2,False,post
MRX,2026-05-13,2026-07-10,,False,absent-from-all-full-reviews-after (post open)
ON,2026-05-13,2026-05-27,17.3,False,post
CMBT,2026-05-19,2026-05-26,4.1,False,post
COST,2026-05-19,2026-07-18,,False,absent-from-full-review (re-entered later)
PENG,2026-05-19,2026-05-27,20.1,False,post
ENPH,2026-05-20,2026-06-01,37.7,False,post
LPG,2026-05-20,2026-05-26,0.0,False,post
SHLS,2026-05-20,2026-06-05,29.8,False,post
TRP,2026-05-20,2026-05-26,1.3,False,post
SNDK,2026-05-21,2026-06-02,20.8,False,post
CSTM,2026-05-22,2026-06-10,3.5,False,post
GNRC,2026-05-22,2026-05-25,,False,absent-from-full-review (re-entered later)
TXN,2026-05-22,2026-05-27,6.5,False,post
ASX,2026-05-25,2026-06-05,16.6,False,post
CSX,2026-05-25,2026-06-04,8.5,False,post
FSLR,2026-05-25,2026-05-26,0.0,False,post
FSM,2026-05-25,2026-05-31,,False,absent-from-full-review (re-entered later)
IYZ,2026-05-25,2026-07-10,,False,absent-from-full-review (re-entered later)
LAND,2026-05-25,2026-07-10,,False,absent-from-full-review (re-entered later)
LITE,2026-05-25,2026-05-26,1.6,False,post
LUV,2026-05-25,2026-06-26,0.0,False,post
MD,2026-05-25,2026-05-31,,False,absent-from-full-review (re-entered later)
MRK,2026-05-25,2026-05-26,1.8,False,post
NVDA,2026-05-25,2026-06-05,2.5,False,post
SKYT,2026-05-25,2026-06-04,16.7,False,post
TSEM,2026-05-25,2026-06-03,29.6,False,post
